,actor_type,actor_id,action_type,action_time,object_type,object_id,channel_type,channel_id,txn_amt,original_currency_code,merchant_category_code,card_type,card_level,partition_time,theme
10,customer_id,8,purchase_consumption,3696981121,merchant_nbr,OXJGZVJBTPHMVGOCWMAU,credit_card,ZQSVQQCIAQEYVZQGFOYE,149.06814789786415,TWD,0RRC2,C,5,3696969600,cc_txn
11,customer_id,33,purchase_consumption,3696981121,merchant_nbr,OXJGZVJBTPHMVGOCWMAU,credit_card,ZQSVQQCIAQEYVZQGFOYE,149.06814789786415,TWD,0RRC2,C,5,3696969600,cc_txn
12,customer_id,8,purchase_consumption,3696986526,merchant_nbr,EDQZWBDMHYSVKMPIRBUM,credit_card,GCUFTGSMQTPODQSCEZTJ,196.576844210727,TWD,08049,C,5,3696969600,cc_txn
13,customer_id,33,purchase_consumption,3696986526,merchant_nbr,EDQZWBDMHYSVKMPIRBUM,credit_card,GCUFTGSMQTPODQSCEZTJ,196.576844210727,TWD,08049,C,5,3696969600,cc_txn
14,customer_id,22,purchase_consumption,3696989753,merchant_nbr,UOPGOQWMIGWCNAWKADTC,credit_card,YWLVNGFSWFZZMXBZHMYX,511.9181939463756,TWD,04225,A,4,3696969600,cc_txn
15,customer_id,47,purchase_consumption,3696989753,merchant_nbr,UOPGOQWMIGWCNAWKADTC,credit_card,YWLVNGFSWFZZMXBZHMYX,511.9181939463756,TWD,04225,A,4,3696969600,cc_txn
16,customer_id,8,cash_advance,3696994580,merchant_nbr,QSJZWKEVQKMGTPFDHLXT,credit_card,VJCJETLBJVOFMQRZOGGI,590.4843244702274,TWD,05072,E,3,3696969600,cc_txn
17,customer_id,33,cash_advance,3696994580,merchant_nbr,QSJZWKEVQKMGTPFDHLXT,credit_card,VJCJETLBJVOFMQRZOGGI,590.4843244702274,TWD,05072,E,3,3696969600,cc_txn
18,customer_id,15,purchase_consumption,3696996359,merchant_nbr,USISZAVDTGNJMXTHWYKJ,credit_card,RLEALGIYVOSVFTJXLENE,565.2514173532202,TWD,07995,D,3,3696969600,cc_txn
19,customer_id,40,purchase_consumption,3696996359,merchant_nbr,USISZAVDTGNJMXTHWYKJ,credit_card,RLEALGIYVOSVFTJXLENE,565.2514173532202,TWD,07995,D,3,3696969600,cc_txn
20,customer_id,4,purchase_consumption,3696996945,merchant_nbr,EVRGGAFVUNBBAONARXYH,credit_card,OQLCHKEZWXOFFNZNLJKA,426.2083641910219,TWD,03064,C,6,3696969600,cc_txn
21,customer_id,29,purchase_consumption,3696996945,merchant_nbr,EVRGGAFVUNBBAONARXYH,credit_card,OQLCHKEZWXOFFNZNLJKA,426.2083641910219,TWD,03064,C,6,3696969600,cc_txn
22,customer_id,25,purchase_consumption,3696997522,merchant_nbr,QPBOQLMXSTDPVHYWHUSA,credit_card,WRXETJVTKMIHBNHHRIBW,1275.4053750786325,TWD,07629,C,3,3696969600,cc_txn
23,customer_id,50,purchase_consumption,3696997522,merchant_nbr,QPBOQLMXSTDPVHYWHUSA,credit_card,WRXETJVTKMIHBNHHRIBW,1275.4053750786325,TWD,07629,C,3,3696969600,cc_txn
24,customer_id,19,cash_advance,3696998535,merchant_nbr,IIEATYRFNHPIKJQQFZCL,credit_card,YTBSTRKHKVIOVZOKJCCU,1228.739028848762,TWD,03351,E,3,3696969600,cc_txn
25,customer_id,44,cash_advance,3696998535,merchant_nbr,IIEATYRFNHPIKJQQFZCL,credit_card,YTBSTRKHKVIOVZOKJCCU,1228.739028848762,TWD,03351,E,3,3696969600,cc_txn
26,customer_id,12,purchase_consumption,3697000162,merchant_nbr,COMHNGJBRECQADKSHWGV,credit_card,HOIALTQHGWJSDQFFHDYW,197.2354225548632,TWD,03066,A,4,3696969600,cc_txn
27,customer_id,37,purchase_consumption,3697000162,merchant_nbr,COMHNGJBRECQADKSHWGV,credit_card,HOIALTQHGWJSDQFFHDYW,197.2354225548632,TWD,03066,A,4,3696969600,cc_txn
28,customer_id,6,purchase_consumption,3697000650,merchant_nbr,BDGOELBVSKCTMAMMGPTE,credit_card,MNLTMMDZEXTZPSSNWQRC,389.6931476765592,TWD,09311,E,3,3696969600,cc_txn
29,customer_id,31,purchase_consumption,3697000650,merchant_nbr,BDGOELBVSKCTMAMMGPTE,credit_card,MNLTMMDZEXTZPSSNWQRC,389.6931476765592,TWD,09311,E,3,3696969600,cc_txn
30,customer_id,8,cash_advance,3697001029,merchant_nbr,GLUBTOAJJTGTJUQNCOYU,credit_card,LVFDKFGMSGHBKRZGCKLL,312.1579672267321,TWD,07922,E,1,3696969600,cc_txn
31,customer_id,33,cash_advance,3697001029,merchant_nbr,GLUBTOAJJTGTJUQNCOYU,credit_card,LVFDKFGMSGHBKRZGCKLL,312.1579672267321,TWD,07922,E,1,3696969600,cc_txn
32,customer_id,5,purchase_consumption,3697001676,merchant_nbr,XGOEKXISJBQDIBUAAAUG,credit_card,EJDNJERJMICOYFEOFVGO,456.2238621813189,TWD,05912,D,4,3696969600,cc_txn
33,customer_id,30,purchase_consumption,3697001676,merchant_nbr,XGOEKXISJBQDIBUAAAUG,credit_card,EJDNJERJMICOYFEOFVGO,456.2238621813189,TWD,05912,D,4,3696969600,cc_txn
34,customer_id,20,cash_advance,3697002303,merchant_nbr,JTVSFYFWUXQCIKIAGSXG,credit_card,ZCXANAUBYNBUPKJGVJUS,1040.0263873618828,TWD,03723,C,5,3696969600,cc_txn
35,customer_id,45,cash_advance,3697002303,merchant_nbr,JTVSFYFWUXQCIKIAGSXG,credit_card,ZCXANAUBYNBUPKJGVJUS,1040.0263873618828,TWD,03723,C,5,3696969600,cc_txn
36,customer_id,21,purchase_consumption,3697003483,merchant_nbr,TRPXGIXDHQMLQYJLADNB,credit_card,ETWSVQNFMYFMMAJZLFFB,1301.8292423407092,TWD,03812,B,4,3696969600,cc_txn
37,customer_id,46,purchase_consumption,3697003483,merchant_nbr,TRPXGIXDHQMLQYJLADNB,credit_card,ETWSVQNFMYFMMAJZLFFB,1301.8292423407092,TWD,03812,B,4,3696969600,cc_txn
38,customer_id,15,purchase_consumption,3697006275,merchant_nbr,IZRENJGBPOPOHNIYNBZA,credit_card,BYVGBWRQIFLNTDWHEDIQ,303.40849694516436,TWD,03245,B,4,3696969600,cc_txn
39,customer_id,40,purchase_consumption,3697006275,merchant_nbr,IZRENJGBPOPOHNIYNBZA,credit_card,BYVGBWRQIFLNTDWHEDIQ,303.40849694516436,TWD,03245,B,4,3696969600,cc_txn
40,customer_id,9,purchase_consumption,3697014368,merchant_nbr,QASOXRAKLLTAOZNCFFJP,credit_card,BKBXBMDFFLFRSSIBIGUQ,412.9995179696148,TWD,03512,C,4,3696969600,cc_txn
41,customer_id,34,purchase_consumption,3697014368,merchant_nbr,QASOXRAKLLTAOZNCFFJP,credit_card,BKBXBMDFFLFRSSIBIGUQ,412.9995179696148,TWD,03512,C,4,3696969600,cc_txn
42,customer_id,7,purchase_consumption,3697014372,merchant_nbr,KBNUQCDTDHNIJYJLJZJI,credit_card,XUYXBZNUSDCHRLOMFPGD,484.50865584971683,TWD,03389,A,4,3696969600,cc_txn
43,customer_id,32,purchase_consumption,3697014372,merchant_nbr,KBNUQCDTDHNIJYJLJZJI,credit_card,XUYXBZNUSDCHRLOMFPGD,484.50865584971683,TWD,03389,A,4,3696969600,cc_txn
44,customer_id,12,cash_advance,3697019382,merchant_nbr,MOSWXEDKPHPBKWFOCWEK,credit_card,QTQJGIIAATJXAGBHUPHO,1579.5511693251415,TWD,07221,B,3,3696969600,cc_txn
45,customer_id,37,cash_advance,3697019382,merchant_nbr,MOSWXEDKPHPBKWFOCWEK,credit_card,QTQJGIIAATJXAGBHUPHO,1579.5511693251415,TWD,07221,B,3,3696969600,cc_txn
46,customer_id,22,purchase_consumption,3697020082,merchant_nbr,WRIWSVTJUGPNSMQQGQEZ,credit_card,VCNBUNQUVOZRVIKTKJMX,222.46482712277776,TWD,03831,D,3,3696969600,cc_txn
47,customer_id,47,purchase_consumption,3697020082,merchant_nbr,WRIWSVTJUGPNSMQQGQEZ,credit_card,VCNBUNQUVOZRVIKTKJMX,222.46482712277776,TWD,03831,D,3,3696969600,cc_txn
48,customer_id,15,cash_advance,3697021724,merchant_nbr,CPELUHOSMWBUVVIDRHCW,credit_card,ITUQFVRPTSDGFXDUCMOL,3.7204183447367947,TWD,07299,B,3,3696969600,cc_txn
49,customer_id,40,cash_advance,3697021724,merchant_nbr,CPELUHOSMWBUVVIDRHCW,credit_card,ITUQFVRPTSDGFXDUCMOL,3.7204183447367947,TWD,07299,B,3,3696969600,cc_txn
50,customer_id,22,purchase_consumption,3697022575,merchant_nbr,HUQVRCTOPBATQXZKTZPQ,credit_card,MCDBPMREQPZWOQWKAIDR,2932.8746323729824,TWD,05631,A,3,3696969600,cc_txn
51,customer_id,47,purchase_consumption,3697022575,merchant_nbr,HUQVRCTOPBATQXZKTZPQ,credit_card,MCDBPMREQPZWOQWKAIDR,2932.8746323729824,TWD,05631,A,3,3696969600,cc_txn
52,customer_id,14,purchase_consumption,3697023174,merchant_nbr,TBZLRDKEWYWGZBIPOYHA,credit_card,JYVJDYBEZXPQYYTMNBEQ,1118.575612986423,TWD,03004,C,4,3696969600,cc_txn
53,customer_id,39,purchase_consumption,3697023174,merchant_nbr,TBZLRDKEWYWGZBIPOYHA,credit_card,JYVJDYBEZXPQYYTMNBEQ,1118.575612986423,TWD,03004,C,4,3696969600,cc_txn
54,customer_id,7,purchase_consumption,3697023967,merchant_nbr,JCSRUGOBGZBIIJYJKDLA,credit_card,PETGORPBDCTYCKCJJCHR,951.9689951768784,TWD,08211,E,4,3696969600,cc_txn
55,customer_id,32,purchase_consumption,3697023967,merchant_nbr,JCSRUGOBGZBIIJYJKDLA,credit_card,PETGORPBDCTYCKCJJCHR,951.9689951768784,TWD,08211,E,4,3696969600,cc_txn
56,customer_id,15,purchase_consumption,3697024081,merchant_nbr,XUSXWXTTEPPGDUGOISML,credit_card,GERPOUSFZHDDOJSKAJGJ,162.920955199848,TWD,05139,B,3,3696969600,cc_txn
57,customer_id,40,purchase_consumption,3697024081,merchant_nbr,XUSXWXTTEPPGDUGOISML,credit_card,GERPOUSFZHDDOJSKAJGJ,162.920955199848,TWD,05139,B,3,3696969600,cc_txn
58,customer_id,16,purchase_consumption,3697025906,merchant_nbr,ZZDODDNPSLJWPVBDOBOA,credit_card,WXBPNBYZTLJUNBEGQPVY,1607.1824350933048,TWD,05193,C,5,3696969600,cc_txn
59,customer_id,41,purchase_consumption,3697025906,merchant_nbr,ZZDODDNPSLJWPVBDOBOA,credit_card,WXBPNBYZTLJUNBEGQPVY,1607.1824350933048,TWD,05193,C,5,3696969600,cc_txn
60,customer_id,10,purchase_consumption,3697030447,merchant_nbr,ELNYRJZHEHQDALHWTUKE,credit_card,PCYOSIJNXJOFOZWQYBTP,538.9802489353655,TWD,03617,E,5,3696969600,cc_txn
61,customer_id,35,purchase_consumption,3697030447,merchant_nbr,ELNYRJZHEHQDALHWTUKE,credit_card,PCYOSIJNXJOFOZWQYBTP,538.9802489353655,TWD,03617,E,5,3696969600,cc_txn
62,customer_id,25,cash_advance,3697030477,merchant_nbr,ALBDLORMNVBQBJZRQWRT,credit_card,DETZLMCHFGSXBSBKKKNC,388.18606552079405,TWD,03064,C,6,3696969600,cc_txn
63,customer_id,50,cash_advance,3697030477,merchant_nbr,ALBDLORMNVBQBJZRQWRT,credit_card,DETZLMCHFGSXBSBKKKNC,388.18606552079405,TWD,03064,C,6,3696969600,cc_txn
64,customer_id,12,purchase_consumption,3697040973,merchant_nbr,EXWAKIWPZYZFXTDADJSD,credit_card,FULLNUVMHUWLBKLSQTGR,42.78841193019844,TWD,03299,A,5,3696969600,cc_txn
65,customer_id,37,purchase_consumption,3697040973,merchant_nbr,EXWAKIWPZYZFXTDADJSD,credit_card,FULLNUVMHUWLBKLSQTGR,42.78841193019844,TWD,03299,A,5,3696969600,cc_txn
66,customer_id,22,purchase_consumption,3697043614,merchant_nbr,WVYTSDEBSVPQCGJYOQVS,credit_card,XWSKKLFOWNRRHPKJFLVP,527.6980931119278,TWD,05172,D,4,3696969600,cc_txn
67,customer_id,47,purchase_consumption,3697043614,merchant_nbr,WVYTSDEBSVPQCGJYOQVS,credit_card,XWSKKLFOWNRRHPKJFLVP,527.6980931119278,TWD,05172,D,4,3696969600,cc_txn
68,customer_id,18,cash_advance,3697043618,merchant_nbr,ZGJCLAWYDAISVKQFOHZH,credit_card,OJENOHPBCPLBQHYGFHJJ,342.0950725275614,TWD,04723,A,3,3696969600,cc_txn
69,customer_id,43,cash_advance,3697043618,merchant_nbr,ZGJCLAWYDAISVKQFOHZH,credit_card,OJENOHPBCPLBQHYGFHJJ,342.0950725275614,TWD,04723,A,3,3696969600,cc_txn
70,customer_id,25,purchase_consumption,3697049383,merchant_nbr,WDUXIIZPLQKSKHPZDNQF,credit_card,BQVNKUVDYYVEVQDCWWSK,2742.0819278202193,TWD,05947,C,4,3696969600,cc_txn
71,customer_id,50,purchase_consumption,3697049383,merchant_nbr,WDUXIIZPLQKSKHPZDNQF,credit_card,BQVNKUVDYYVEVQDCWWSK,2742.0819278202193,TWD,05947,C,4,3696969600,cc_txn
72,customer_id,7,purchase_consumption,3697051624,merchant_nbr,SDGHVUXNADYNGFUEPKML,credit_card,AMMTGOLZHUVIUPNMREPN,48.1565719476599,TWD,03537,A,2,3696969600,cc_txn
73,customer_id,32,purchase_consumption,3697051624,merchant_nbr,SDGHVUXNADYNGFUEPKML,credit_card,AMMTGOLZHUVIUPNMREPN,48.1565719476599,TWD,03537,A,2,3696969600,cc_txn
74,customer_id,15,cash_advance,3697055317,merchant_nbr,VALCDNATALJWYRYBMHOL,credit_card,PSPDNBPTDSAXHCECKIUA,10.322756399352198,TWD,01761,A,2,3696969600,cc_txn
75,customer_id,40,cash_advance,3697055317,merchant_nbr,VALCDNATALJWYRYBMHOL,credit_card,PSPDNBPTDSAXHCECKIUA,10.322756399352198,TWD,01761,A,2,3696969600,cc_txn
76,customer_id,6,cash_advance,3697056815,merchant_nbr,YUEFWPVVFTCFRDWOLPOZ,credit_card,WLOSNLTJIXIJUNFOWCIU,538.7822925600952,TWD,05735,A,6,3696969600,cc_txn
77,customer_id,31,cash_advance,3697056815,merchant_nbr,YUEFWPVVFTCFRDWOLPOZ,credit_card,WLOSNLTJIXIJUNFOWCIU,538.7822925600952,TWD,05735,A,6,3696969600,cc_txn
78,customer_id,8,purchase_consumption,3697058216,merchant_nbr,MXASAWCXDAEPXSUTNHJV,credit_card,LASSKZCGKHXBDNSIATVO,722.2764599647861,TWD,03812,E,4,3696969600,cc_txn
79,customer_id,33,purchase_consumption,3697058216,merchant_nbr,MXASAWCXDAEPXSUTNHJV,credit_card,LASSKZCGKHXBDNSIATVO,722.2764599647861,TWD,03812,E,4,3696969600,cc_txn
80,customer_id,20,cash_advance,3697059051,merchant_nbr,ANJSNZCDPJLRTZLEAPJB,credit_card,WRABXTHOTACWHGLEALXL,196.97104089673837,TWD,05734,A,1,3696969600,cc_txn
81,customer_id,45,cash_advance,3697059051,merchant_nbr,ANJSNZCDPJLRTZLEAPJB,credit_card,WRABXTHOTACWHGLEALXL,196.97104089673837,TWD,05734,A,1,3696969600,cc_txn
82,customer_id,3,cash_advance,3697064076,merchant_nbr,HQYJWOCDCCHILNEETOEN,credit_card,UDOZTSEXBMEPZWZSXMSC,1515.9386483251444,TWD,0RRC2,C,6,3696969600,cc_txn
83,customer_id,28,cash_advance,3697064076,merchant_nbr,HQYJWOCDCCHILNEETOEN,credit_card,UDOZTSEXBMEPZWZSXMSC,1515.9386483251444,TWD,0RRC2,C,6,3696969600,cc_txn
84,customer_id,11,purchase_consumption,3697065240,merchant_nbr,LMOBADZOIJQHSCGRHETA,credit_card,HKHNCVGJQOQIAIRSLRKB,474.04954758569727,TWD,07922,A,5,3696969600,cc_txn
85,customer_id,36,purchase_consumption,3697065240,merchant_nbr,LMOBADZOIJQHSCGRHETA,credit_card,HKHNCVGJQOQIAIRSLRKB,474.04954758569727,TWD,07922,A,5,3696969600,cc_txn
86,customer_id,10,purchase_consumption,3697074597,merchant_nbr,BFAVGBPUIXKODBXQPEHC,credit_card,BJKIHZECIOMJJZORPNWC,121.32928402012858,TWD,03681,B,2,3696969600,cc_txn
87,customer_id,35,purchase_consumption,3697074597,merchant_nbr,BFAVGBPUIXKODBXQPEHC,credit_card,BJKIHZECIOMJJZORPNWC,121.32928402012858,TWD,03681,B,2,3696969600,cc_txn
88,customer_id,10,purchase_consumption,3697075916,merchant_nbr,XTMXDUWNKLMBEDVTFUAA,credit_card,VAGNQXCWPRPVMUZCMWIG,420.4347898183153,TWD,03782,E,3,3696969600,cc_txn
89,customer_id,35,purchase_consumption,3697075916,merchant_nbr,XTMXDUWNKLMBEDVTFUAA,credit_card,VAGNQXCWPRPVMUZCMWIG,420.4347898183153,TWD,03782,E,3,3696969600,cc_txn
90,customer_id,22,purchase_consumption,3697076348,merchant_nbr,JMOQVSHMNFOANGHEDGQP,credit_card,QDDJJADRGVRWAEFTEHAJ,351.69524540044745,TWD,03740,E,2,3696969600,cc_txn
91,customer_id,47,purchase_consumption,3697076348,merchant_nbr,JMOQVSHMNFOANGHEDGQP,credit_card,QDDJJADRGVRWAEFTEHAJ,351.69524540044745,TWD,03740,E,2,3696969600,cc_txn
92,customer_id,6,cash_advance,3697078212,merchant_nbr,JQXXOJHLDWQOVCQSXISX,credit_card,PCMTDKQICFYZHAJLPSKR,113.7365838752444,TWD,05935,D,4,3696969600,cc_txn
93,customer_id,31,cash_advance,3697078212,merchant_nbr,JQXXOJHLDWQOVCQSXISX,credit_card,PCMTDKQICFYZHAJLPSKR,113.7365838752444,TWD,05935,D,4,3696969600,cc_txn
94,customer_id,2,purchase_consumption,3697078717,merchant_nbr,PCVGLWCTHDVOKAPKKNQC,credit_card,HBDCZPXEYJFHSWLJMHZU,736.1355463064781,TWD,03828,E,4,3696969600,cc_txn
95,customer_id,27,purchase_consumption,3697078717,merchant_nbr,PCVGLWCTHDVOKAPKKNQC,credit_card,HBDCZPXEYJFHSWLJMHZU,736.1355463064781,TWD,03828,E,4,3696969600,cc_txn
96,customer_id,9,purchase_consumption,3697086031,merchant_nbr,DROTCXIDITZSPMYDWIES,credit_card,YQXLVHSCSTWJIERFHLOJ,1420.6092117755945,TWD,03619,C,5,3696969600,cc_txn
97,customer_id,34,purchase_consumption,3697086031,merchant_nbr,DROTCXIDITZSPMYDWIES,credit_card,YQXLVHSCSTWJIERFHLOJ,1420.6092117755945,TWD,03619,C,5,3696969600,cc_txn
98,customer_id,12,purchase_consumption,3697089107,merchant_nbr,ODSKXOMIRLRRXEHPGZWY,credit_card,JQYUGNLZBXNXMMHMWETT,1619.6483169542623,TWD,0TTT1,D,4,3696969600,cc_txn
99,customer_id,37,purchase_consumption,3697089107,merchant_nbr,ODSKXOMIRLRRXEHPGZWY,credit_card,JQYUGNLZBXNXMMHMWETT,1619.6483169542623,TWD,0TTT1,D,4,3696969600,cc_txn
100,customer_id,19,purchase_consumption,3697089852,merchant_nbr,OSOMYRHDILLFWUDNYYFB,credit_card,PHSGJVKVNTMVFUVXJYKT,360.9820511442153,TWD,0ICH1,A,4,3696969600,cc_txn
101,customer_id,44,purchase_consumption,3697089852,merchant_nbr,OSOMYRHDILLFWUDNYYFB,credit_card,PHSGJVKVNTMVFUVXJYKT,360.9820511442153,TWD,0ICH1,A,4,3696969600,cc_txn
102,customer_id,1,cash_advance,3697095641,merchant_nbr,QYOJMXCCREMKJEOKLWUI,credit_card,ZLRJTUPFJSDRFJFKURQP,636.1045150272515,TWD,03661,A,4,3696969600,cc_txn
103,customer_id,26,cash_advance,3697095641,merchant_nbr,QYOJMXCCREMKJEOKLWUI,credit_card,ZLRJTUPFJSDRFJFKURQP,636.1045150272515,TWD,03661,A,4,3696969600,cc_txn
104,customer_id,6,purchase_consumption,3697096638,merchant_nbr,RFLBIIFAWMFGJTGHDOJV,credit_card,WJNEIOSWKPUXYWPHSFFX,219.92835601834258,TWD,03058,A,4,3696969600,cc_txn
105,customer_id,31,purchase_consumption,3697096638,merchant_nbr,RFLBIIFAWMFGJTGHDOJV,credit_card,WJNEIOSWKPUXYWPHSFFX,219.92835601834258,TWD,03058,A,4,3696969600,cc_txn
106,customer_id,4,cash_advance,3697099125,merchant_nbr,NVTIJQWRXQNNPXDVHMYY,credit_card,HNHHVMXHMEJWMLPEDNND,2572.170137387605,TWD,0ICH9,C,3,3696969600,cc_txn
107,customer_id,29,cash_advance,3697099125,merchant_nbr,NVTIJQWRXQNNPXDVHMYY,credit_card,HNHHVMXHMEJWMLPEDNND,2572.170137387605,TWD,0ICH9,C,3,3696969600,cc_txn
108,customer_id,8,purchase_consumption,3697101086,merchant_nbr,QRKVVBFLGUCRZHGNNMGS,credit_card,TDJZCLRXKJWZSWLRSCMA,1513.333311371009,TWD,03819,B,3,3696969600,cc_txn
109,customer_id,33,purchase_consumption,3697101086,merchant_nbr,QRKVVBFLGUCRZHGNNMGS,credit_card,TDJZCLRXKJWZSWLRSCMA,1513.333311371009,TWD,03819,B,3,3696969600,cc_txn
110,customer_id,3,purchase_consumption,3697101526,merchant_nbr,IBHUPNVVJGEBCNESWKGX,credit_card,FSGHQPLEDTKSDTSCMFVS,219.84810506675473,TWD,03099,A,3,3696969600,cc_txn
111,customer_id,28,purchase_consumption,3697101526,merchant_nbr,IBHUPNVVJGEBCNESWKGX,credit_card,FSGHQPLEDTKSDTSCMFVS,219.84810506675473,TWD,03099,A,3,3696969600,cc_txn
112,customer_id,19,cash_advance,3697103615,merchant_nbr,ZUHVIWHXYSHKTWIHMQBE,credit_card,UTZVNDWQFCDODFBMFDGI,2003.225681898714,TWD,05932,E,1,3696969600,cc_txn
113,customer_id,44,cash_advance,3697103615,merchant_nbr,ZUHVIWHXYSHKTWIHMQBE,credit_card,UTZVNDWQFCDODFBMFDGI,2003.225681898714,TWD,05932,E,1,3696969600,cc_txn
114,customer_id,15,cash_advance,3697105251,merchant_nbr,XWWTNOMJFOGGTBOQCSVK,credit_card,GDLJPJPASCCKRKNBVRFQ,706.5506485754041,TWD,0ICH5,D,5,3696969600,cc_txn
115,customer_id,40,cash_advance,3697105251,merchant_nbr,XWWTNOMJFOGGTBOQCSVK,credit_card,GDLJPJPASCCKRKNBVRFQ,706.5506485754041,TWD,0ICH5,D,5,3696969600,cc_txn
116,customer_id,9,cash_advance,3697107396,merchant_nbr,FSRLUEYFKMCKVTQKHUXR,credit_card,ABNLSPEJVBHSOCQEUZDN,208.31851927218887,TWD,09311,E,5,3696969600,cc_txn
117,customer_id,34,cash_advance,3697107396,merchant_nbr,FSRLUEYFKMCKVTQKHUXR,credit_card,ABNLSPEJVBHSOCQEUZDN,208.31851927218887,TWD,09311,E,5,3696969600,cc_txn
118,customer_id,11,cash_advance,3697111274,merchant_nbr,HOCBAXWHNPEFSCMJSHVP,credit_card,FACMPYGVNWKYPRKOTNRQ,2575.555956888597,TWD,05812,D,4,3696969600,cc_txn
119,customer_id,36,cash_advance,3697111274,merchant_nbr,HOCBAXWHNPEFSCMJSHVP,credit_card,FACMPYGVNWKYPRKOTNRQ,2575.555956888597,TWD,05812,D,4,3696969600,cc_txn
120,customer_id,3,cash_advance,3697111977,merchant_nbr,FXQPGXRNCTGULSSVBPAV,credit_card,REYITRFUODRDEURFCYSH,60.46501663933767,TWD,03261,E,5,3696969600,cc_txn
121,customer_id,28,cash_advance,3697111977,merchant_nbr,FXQPGXRNCTGULSSVBPAV,credit_card,REYITRFUODRDEURFCYSH,60.46501663933767,TWD,03261,E,5,3696969600,cc_txn
122,customer_id,25,purchase_consumption,3697112618,merchant_nbr,KDJFEOPXSTDSBJZZEOIB,credit_card,HOYLGHNYNSBBBBPQWQNL,941.3519789490439,TWD,03050,E,6,3696969600,cc_txn
123,customer_id,50,purchase_consumption,3697112618,merchant_nbr,KDJFEOPXSTDSBJZZEOIB,credit_card,HOYLGHNYNSBBBBPQWQNL,941.3519789490439,TWD,03050,E,6,3696969600,cc_txn
124,customer_id,8,purchase_consumption,3697113723,merchant_nbr,OEXHRCLAFXBNJHGWGHYC,credit_card,YAXXALPAMQVVIRIOGBKF,1624.7084167322134,TWD,09700,D,6,3696969600,cc_txn
125,customer_id,33,purchase_consumption,3697113723,merchant_nbr,OEXHRCLAFXBNJHGWGHYC,credit_card,YAXXALPAMQVVIRIOGBKF,1624.7084167322134,TWD,09700,D,6,3696969600,cc_txn
126,customer_id,18,purchase_consumption,3697116410,merchant_nbr,NFRYMQLAIEAAWQSATQYO,credit_card,CBANYBFFYIVRYNDNLSPQ,1796.532793313858,TWD,03812,C,3,3696969600,cc_txn
127,customer_id,43,purchase_consumption,3697116410,merchant_nbr,NFRYMQLAIEAAWQSATQYO,credit_card,CBANYBFFYIVRYNDNLSPQ,1796.532793313858,TWD,03812,C,3,3696969600,cc_txn
128,customer_id,25,purchase_consumption,3697117271,merchant_nbr,CTDNCWRXHBERKWXIBEGX,credit_card,YMNWOVMEQWLOKXXUFLZA,1610.94006742372,TWD,03191,B,2,3696969600,cc_txn
129,customer_id,50,purchase_consumption,3697117271,merchant_nbr,CTDNCWRXHBERKWXIBEGX,credit_card,YMNWOVMEQWLOKXXUFLZA,1610.94006742372,TWD,03191,B,2,3696969600,cc_txn
130,customer_id,6,purchase_consumption,3697119370,merchant_nbr,YGKRHZRCFUKKPPMFJXWI,credit_card,SAMINOMZBIPCKOYRWPJT,947.3135770397772,TWD,09702,D,2,3696969600,cc_txn
