,actor_type,actor_id,action_type,action_time,object_type,object_id,channel_type,channel_id,amt,currency_code,partition_time,theme
35,customer_id,33,fund,3697127734,general_purchase,WLNLUEJNXJOTEZIJFILC,digital,MMB,4466.164093761476,TWD,3696969600,mybank
36,customer_id,23,TWD_demand_deposit,3697167762,transfer,ULMMXZUXQIBHGTHOAFNO,digital,MyBank,1254.2825894456782,USD,3696969600,mybank
37,customer_id,48,TWD_demand_deposit,3697167762,transfer,ULMMXZUXQIBHGTHOAFNO,digital,MyBank,1254.2825894456782,USD,3696969600,mybank
38,customer_id,9,fund,3697171611,fixed_quota_purchase,FGMLYTKCDURAJBWIDUFK,digital,MMB,621.791679397793,USD,3696969600,mybank
39,customer_id,34,fund,3697171611,fixed_quota_purchase,FGMLYTKCDURAJBWIDUFK,digital,MMB,621.791679397793,USD,3696969600,mybank
40,customer_id,5,TWD_demand_deposit,3697191996,transfer,OEYNRTVYJFXQPGXRNCTG,digital,MyBank,576.8546144534487,TWD,3696969600,mybank
41,customer_id,30,TWD_demand_deposit,3697191996,transfer,OEYNRTVYJFXQPGXRNCTG,digital,MyBank,576.8546144534487,TWD,3696969600,mybank
42,customer_id,23,fund,3697210560,fixed_quota_purchase,PMKHOMSENMDCBBVEUILW,digital,MMB,139.3475245167297,USD,3696969600,mybank
43,customer_id,48,fund,3697210560,fixed_quota_purchase,PMKHOMSENMDCBBVEUILW,digital,MMB,139.3475245167297,USD,3696969600,mybank
44,customer_id,17,fund,3697218981,general_purchase,HWCWSDVTYFTUQKXGVCKH,digital,MMB,583.2274712050668,USD,3696969600,mybank
45,customer_id,42,fund,3697218981,general_purchase,HWCWSDVTYFTUQKXGVCKH,digital,MMB,583.2274712050668,USD,3696969600,mybank
46,customer_id,11,fund,3697219894,fixed_quota_purchase,LWVWUXBSVHLNZPILHQAG,digital,MyBank,416.6871378150272,USD,3696969600,mybank
47,customer_id,36,fund,3697219894,fixed_quota_purchase,LWVWUXBSVHLNZPILHQAG,digital,MyBank,416.6871378150272,USD,3696969600,mybank
48,customer_id,17,fund,3697231321,fixed_quota_purchase,LNRKVIYOMURNJJHIRJHI,digital,MyBank,1111.6543786341024,USD,3696969600,mybank
49,customer_id,42,fund,3697231321,fixed_quota_purchase,LNRKVIYOMURNJJHIRJHI,digital,MyBank,1111.6543786341024,USD,3696969600,mybank
50,customer_id,21,TWD_demand_deposit,3697235511,other_payment,YMBPOKWENXMVVHKMJULQ,digital,MMB,724.6361503652043,USD,3696969600,mybank
51,customer_id,46,TWD_demand_deposit,3697235511,other_payment,YMBPOKWENXMVVHKMJULQ,digital,MMB,724.6361503652043,USD,3696969600,mybank
52,customer_id,2,TWD_demand_deposit,3697237368,transfer,YIYSDYAMPVLOVFJSHHCT,digital,MMB,840.5000356139359,USD,3696969600,mybank
53,customer_id,27,TWD_demand_deposit,3697237368,transfer,YIYSDYAMPVLOVFJSHHCT,digital,MMB,840.5000356139359,USD,3696969600,mybank
54,customer_id,23,fund,3697238118,fixed_quota_purchase,KBCTIEYPGOEOOPIIOPEM,digital,MyBank,56.17553072313362,TWD,3696969600,mybank
55,customer_id,48,fund,3697238118,fixed_quota_purchase,KBCTIEYPGOEOOPIIOPEM,digital,MyBank,56.17553072313362,TWD,3696969600,mybank
56,customer_id,22,fund,3697247908,general_purchase,HPWTFNPSMXEMZBWYXRKO,digital,MyBank,135.91608089639945,TWD,3696969600,mybank
57,customer_id,47,fund,3697247908,general_purchase,HPWTFNPSMXEMZBWYXRKO,digital,MyBank,135.91608089639945,TWD,3696969600,mybank
58,customer_id,5,TWD_demand_deposit,3697252322,transfer,FPXGRNWFWRFVMZWWMAOA,digital,MyBank,532.5619479185304,TWD,3696969600,mybank
59,customer_id,30,TWD_demand_deposit,3697252322,transfer,FPXGRNWFWRFVMZWWMAOA,digital,MyBank,532.5619479185304,TWD,3696969600,mybank
60,customer_id,6,fund,3697253023,fixed_quota_purchase,ACFEGFLCFPUBXQPMEEBU,digital,MyBank,453.5091825910572,USD,3696969600,mybank
61,customer_id,31,fund,3697253023,fixed_quota_purchase,ACFEGFLCFPUBXQPMEEBU,digital,MyBank,453.5091825910572,USD,3696969600,mybank
62,customer_id,12,TWD_demand_deposit,3697253978,transfer,DMVUAFPKBFAIENYETOLY,digital,MyBank,176.9664570283504,USD,3696969600,mybank
63,customer_id,37,TWD_demand_deposit,3697253978,transfer,DMVUAFPKBFAIENYETOLY,digital,MyBank,176.9664570283504,USD,3696969600,mybank
64,customer_id,16,fund,3697263497,general_purchase,IZEEQYFSTTEWOAAMGICG,digital,MyBank,247.16807012969608,USD,3696969600,mybank
65,customer_id,41,fund,3697263497,general_purchase,IZEEQYFSTTEWOAAMGICG,digital,MyBank,247.16807012969608,USD,3696969600,mybank
66,customer_id,21,fund,3697281746,fixed_quota_purchase,OKCMWHACBLMDGOWQZNAK,digital,MMB,483.5494500072643,TWD,3696969600,mybank
67,customer_id,46,fund,3697281746,fixed_quota_purchase,OKCMWHACBLMDGOWQZNAK,digital,MMB,483.5494500072643,TWD,3696969600,mybank
68,customer_id,15,TWD_demand_deposit,3697282175,other_payment,FYJIASTFHODPQSZFYYUM,digital,MyBank,1217.3826954560193,USD,3696969600,mybank
69,customer_id,40,TWD_demand_deposit,3697282175,other_payment,FYJIASTFHODPQSZFYYUM,digital,MyBank,1217.3826954560193,USD,3696969600,mybank
70,customer_id,24,TWD_demand_deposit,3697286835,other_payment,COEOTWTHLVOMGBREUUXX,digital,MMB,546.8164765203933,USD,3696969600,mybank
71,customer_id,49,TWD_demand_deposit,3697286835,other_payment,COEOTWTHLVOMGBREUUXX,digital,MMB,546.8164765203933,USD,3696969600,mybank
72,customer_id,2,fund,3697300160,general_purchase,QJJQWMLMBYAVZZXCBKWR,digital,MMB,2512.590699440258,TWD,3696969600,mybank
73,customer_id,27,fund,3697300160,general_purchase,QJJQWMLMBYAVZZXCBKWR,digital,MMB,2512.590699440258,TWD,3696969600,mybank
74,customer_id,24,TWD_demand_deposit,3697302065,credit_card_payment,YPVYBBQIMAOFFJUEEDPS,digital,MyBank,844.1097296724142,USD,3696969600,mybank
75,customer_id,49,TWD_demand_deposit,3697302065,credit_card_payment,YPVYBBQIMAOFFJUEEDPS,digital,MyBank,844.1097296724142,USD,3696969600,mybank
76,customer_id,21,fund,3697304880,fixed_quota_purchase,QJCQYKWFXLCBZUHOYDDO,digital,MyBank,1142.598200103356,TWD,3696969600,mybank
77,customer_id,46,fund,3697304880,fixed_quota_purchase,QJCQYKWFXLCBZUHOYDDO,digital,MyBank,1142.598200103356,TWD,3696969600,mybank
78,customer_id,12,fund,3697312837,general_purchase,GJOEOZBAMQXKTCVMYITQ,digital,MyBank,1408.1362466474568,TWD,3696969600,mybank
79,customer_id,37,fund,3697312837,general_purchase,GJOEOZBAMQXKTCVMYITQ,digital,MyBank,1408.1362466474568,TWD,3696969600,mybank
80,customer_id,1,fund,3697321967,fixed_quota_purchase,SDLVBDHYUISVGAZYIEIN,digital,MMB,91.474572845663,TWD,3696969600,mybank
81,customer_id,26,fund,3697321967,fixed_quota_purchase,SDLVBDHYUISVGAZYIEIN,digital,MMB,91.474572845663,TWD,3696969600,mybank
82,customer_id,5,TWD_demand_deposit,3697335070,transfer,SLITDFASOAXLZHAFLKDO,digital,MMB,906.2734719771986,TWD,3696969600,mybank
83,customer_id,30,TWD_demand_deposit,3697335070,transfer,SLITDFASOAXLZHAFLKDO,digital,MMB,906.2734719771986,TWD,3696969600,mybank
84,customer_id,24,TWD_demand_deposit,3697335484,transfer,DQEBYLYYUEMZTSXKXBAI,digital,MyBank,5.296589675392475,TWD,3696969600,mybank
85,customer_id,49,TWD_demand_deposit,3697335484,transfer,DQEBYLYYUEMZTSXKXBAI,digital,MyBank,5.296589675392475,TWD,3696969600,mybank
86,customer_id,5,TWD_demand_deposit,3697335759,transfer,AVREYITRFUODRDEURFCY,digital,MyBank,102.90446396051082,USD,3696969600,mybank
87,customer_id,30,TWD_demand_deposit,3697335759,transfer,AVREYITRFUODRDEURFCY,digital,MyBank,102.90446396051082,USD,3696969600,mybank
88,customer_id,8,TWD_demand_deposit,3697358507,transfer,HSAJRGXBLYHDHEZHNDDM,digital,MMB,547.8807404574725,USD,3696969600,mybank
89,customer_id,33,TWD_demand_deposit,3697358507,transfer,HSAJRGXBLYHDHEZHNDDM,digital,MMB,547.8807404574725,USD,3696969600,mybank
90,customer_id,22,TWD_demand_deposit,3697366485,other_payment,NAAYBEVPINTVZDRQPIOB,digital,MyBank,2292.0022143176525,TWD,3696969600,mybank
91,customer_id,47,TWD_demand_deposit,3697366485,other_payment,NAAYBEVPINTVZDRQPIOB,digital,MyBank,2292.0022143176525,TWD,3696969600,mybank
92,customer_id,9,fund,3697366893,fixed_quota_purchase,ENSCSJOFRLDQKRWAEEBJ,digital,MyBank,515.2739767362381,USD,3696969600,mybank
93,customer_id,34,fund,3697366893,fixed_quota_purchase,ENSCSJOFRLDQKRWAEEBJ,digital,MyBank,515.2739767362381,USD,3696969600,mybank
94,customer_id,11,TWD_demand_deposit,3697369532,other_payment,XZVXFOEYTMBNZYQKLLZI,digital,MMB,115.58075808501499,TWD,3696969600,mybank
95,customer_id,36,TWD_demand_deposit,3697369532,other_payment,XZVXFOEYTMBNZYQKLLZI,digital,MMB,115.58075808501499,TWD,3696969600,mybank
96,customer_id,7,TWD_demand_deposit,3697374710,transfer,EVLBUSJJMSDGNQSTSTVT,digital,MMB,181.42296039282434,TWD,3696969600,mybank
97,customer_id,32,TWD_demand_deposit,3697374710,transfer,EVLBUSJJMSDGNQSTSTVT,digital,MMB,181.42296039282434,TWD,3696969600,mybank
98,customer_id,15,TWD_demand_deposit,3697380482,credit_card_payment,CHAPIXJVJMSMHHHWXYGZ,digital,MyBank,481.67173111480173,USD,3696969600,mybank
99,customer_id,40,TWD_demand_deposit,3697380482,credit_card_payment,CHAPIXJVJMSMHHHWXYGZ,digital,MyBank,481.67173111480173,USD,3696969600,mybank
100,customer_id,21,TWD_demand_deposit,3697382730,other_payment,OKNJXZZDOTPPWUMYQDGF,digital,MyBank,1361.8580724765557,USD,3696969600,mybank
101,customer_id,46,TWD_demand_deposit,3697382730,other_payment,OKNJXZZDOTPPWUMYQDGF,digital,MyBank,1361.8580724765557,USD,3696969600,mybank
102,customer_id,14,fund,3697390234,fixed_quota_purchase,KZADUAAGWJNVQHSWVAFC,digital,MyBank,177.18896174869818,TWD,3696969600,mybank
103,customer_id,39,fund,3697390234,fixed_quota_purchase,KZADUAAGWJNVQHSWVAFC,digital,MyBank,177.18896174869818,TWD,3696969600,mybank
104,customer_id,8,fund,3697395261,general_purchase,NDZWXQDCSXSFGEEUGWXC,digital,MMB,260.7081293405767,USD,3696969600,mybank
105,customer_id,33,fund,3697395261,general_purchase,NDZWXQDCSXSFGEEUGWXC,digital,MMB,260.7081293405767,USD,3696969600,mybank
106,customer_id,16,fund,3697399267,fixed_quota_purchase,AOGQNDTAQJBJFAODFSON,digital,MMB,393.579920672638,USD,3696969600,mybank
107,customer_id,41,fund,3697399267,fixed_quota_purchase,AOGQNDTAQJBJFAODFSON,digital,MMB,393.579920672638,USD,3696969600,mybank
108,customer_id,6,TWD_demand_deposit,3697401295,other_payment,NCXXQQHRQQHIDRVYWMNO,digital,MyBank,312.4226482533995,USD,3696969600,mybank
109,customer_id,31,TWD_demand_deposit,3697401295,other_payment,NCXXQQHRQQHIDRVYWMNO,digital,MyBank,312.4226482533995,USD,3696969600,mybank
110,customer_id,6,TWD_demand_deposit,3697417601,credit_card_payment,NUKIVRWWQNYWKRFUMKLG,digital,MyBank,58.15540406269767,TWD,3696969600,mybank
111,customer_id,31,TWD_demand_deposit,3697417601,credit_card_payment,NUKIVRWWQNYWKRFUMKLG,digital,MyBank,58.15540406269767,TWD,3696969600,mybank
112,customer_id,14,TWD_demand_deposit,3697421282,transfer,JZSZLVQIPWPOROOHKONN,digital,MMB,747.2712450692845,TWD,3696969600,mybank
113,customer_id,39,TWD_demand_deposit,3697421282,transfer,JZSZLVQIPWPOROOHKONN,digital,MMB,747.2712450692845,TWD,3696969600,mybank
114,customer_id,7,fund,3697431669,general_purchase,ZBZQGMRWXBQZAQSMCGBG,digital,MyBank,549.5366476498127,USD,3696969600,mybank
115,customer_id,32,fund,3697431669,general_purchase,ZBZQGMRWXBQZAQSMCGBG,digital,MyBank,549.5366476498127,USD,3696969600,mybank
116,customer_id,16,TWD_demand_deposit,3697440324,credit_card_payment,SZPGZDVJOSSTVUTZLJLP,digital,MMB,668.626897826407,TWD,3696969600,mybank
117,customer_id,41,TWD_demand_deposit,3697440324,credit_card_payment,SZPGZDVJOSSTVUTZLJLP,digital,MMB,668.626897826407,TWD,3696969600,mybank
118,customer_id,23,fund,3697442180,fixed_quota_purchase,IULWKSXAJFFPKRUFXSRA,digital,MyBank,797.6126006696264,USD,3696969600,mybank
119,customer_id,48,fund,3697442180,fixed_quota_purchase,IULWKSXAJFFPKRUFXSRA,digital,MyBank,797.6126006696264,USD,3696969600,mybank
120,customer_id,6,fund,3697459112,general_purchase,SSUHJGROGZKXMTWVCZZQ,digital,MMB,912.2119363895622,USD,3696969600,mybank
121,customer_id,31,fund,3697459112,general_purchase,SSUHJGROGZKXMTWVCZZQ,digital,MMB,912.2119363895622,USD,3696969600,mybank
122,customer_id,13,fund,3697465142,general_purchase,NDUPGTHZDFGRWOISCSRQ,digital,MMB,2679.8116461435893,USD,3696969600,mybank
123,customer_id,38,fund,3697465142,general_purchase,NDUPGTHZDFGRWOISCSRQ,digital,MMB,2679.8116461435893,USD,3696969600,mybank
124,customer_id,17,fund,3697477707,general_purchase,ANDZCMCAOTGMLROGLSPC,digital,MMB,451.1089924841681,USD,3696969600,mybank
125,customer_id,42,fund,3697477707,general_purchase,ANDZCMCAOTGMLROGLSPC,digital,MMB,451.1089924841681,USD,3696969600,mybank
126,customer_id,16,fund,3697481864,general_purchase,FLNTDWHEDIQLIXJARBAI,digital,MyBank,113.27923882782962,TWD,3696969600,mybank
127,customer_id,41,fund,3697481864,general_purchase,FLNTDWHEDIQLIXJARBAI,digital,MyBank,113.27923882782962,TWD,3696969600,mybank
128,customer_id,5,TWD_demand_deposit,3697490821,credit_card_payment,EOZAXPUSQGMNZBIHPGYR,digital,MyBank,616.0486387292614,TWD,3696969600,mybank
129,customer_id,30,TWD_demand_deposit,3697490821,credit_card_payment,EOZAXPUSQGMNZBIHPGYR,digital,MyBank,616.0486387292614,TWD,3696969600,mybank
130,customer_id,15,fund,3697494384,fixed_quota_purchase,SEEWXPNYWXWDDOPTNLRC,digital,MyBank,1553.734654949226,USD,3696969600,mybank
131,customer_id,40,fund,3697494384,fixed_quota_purchase,SEEWXPNYWXWDDOPTNLRC,digital,MyBank,1553.734654949226,USD,3696969600,mybank
132,customer_id,8,TWD_demand_deposit,3697509412,transfer,YTZDXGVCWDTDZHYJCGDX,digital,MyBank,495.4660181187054,USD,3696969600,mybank
133,customer_id,33,TWD_demand_deposit,3697509412,transfer,YTZDXGVCWDTDZHYJCGDX,digital,MyBank,495.4660181187054,USD,3696969600,mybank
134,customer_id,17,TWD_demand_deposit,3697515629,credit_card_payment,IONQRVMIQWPPDHINKOOU,digital,MyBank,1235.005574042655,TWD,3696969600,mybank
135,customer_id,42,TWD_demand_deposit,3697515629,credit_card_payment,IONQRVMIQWPPDHINKOOU,digital,MyBank,1235.005574042655,TWD,3696969600,mybank
136,customer_id,15,TWD_demand_deposit,3697528295,other_payment,ASIQVEEKHHGGXGSTEVDV,digital,MMB,37.072101435100876,USD,3696969600,mybank
137,customer_id,40,TWD_demand_deposit,3697528295,other_payment,ASIQVEEKHHGGXGSTEVDV,digital,MMB,37.072101435100876,USD,3696969600,mybank
138,customer_id,16,TWD_demand_deposit,3697529142,transfer,HNMONQKHDNWKPMWCPXFM,digital,MMB,636.647825896985,USD,3696969600,mybank
139,customer_id,41,TWD_demand_deposit,3697529142,transfer,HNMONQKHDNWKPMWCPXFM,digital,MMB,636.647825896985,USD,3696969600,mybank
140,customer_id,12,fund,3697532881,fixed_quota_purchase,PXANALODLWPLMJYQTMTC,digital,MMB,725.3551697112476,USD,3696969600,mybank
141,customer_id,37,fund,3697532881,fixed_quota_purchase,PXANALODLWPLMJYQTMTC,digital,MMB,725.3551697112476,USD,3696969600,mybank
142,customer_id,22,fund,3697540333,fixed_quota_purchase,BTSIKRNYQDPNBWFQVZNL,digital,MyBank,867.2977884590297,USD,3696969600,mybank
143,customer_id,47,fund,3697540333,fixed_quota_purchase,BTSIKRNYQDPNBWFQVZNL,digital,MyBank,867.2977884590297,USD,3696969600,mybank
144,customer_id,21,fund,3697544888,fixed_quota_purchase,XCXMVMVIORBGOSFTSTUC,digital,MMB,1977.5663153521527,TWD,3696969600,mybank
145,customer_id,46,fund,3697544888,fixed_quota_purchase,XCXMVMVIORBGOSFTSTUC,digital,MMB,1977.5663153521527,TWD,3696969600,mybank
146,customer_id,23,TWD_demand_deposit,3697560639,other_payment,CBFWINVTEGYRXVNTRHQQ,digital,MMB,1807.4650720338036,USD,3696969600,mybank
147,customer_id,48,TWD_demand_deposit,3697560639,other_payment,CBFWINVTEGYRXVNTRHQQ,digital,MMB,1807.4650720338036,USD,3696969600,mybank
148,customer_id,13,TWD_demand_deposit,3697560645,credit_card_payment,QZMDVZNRNBKVOXZKMXYK,digital,MyBank,1244.1226473187826,TWD,3696969600,mybank
149,customer_id,38,TWD_demand_deposit,3697560645,credit_card_payment,QZMDVZNRNBKVOXZKMXYK,digital,MyBank,1244.1226473187826,TWD,3696969600,mybank
150,customer_id,15,fund,3697568023,fixed_quota_purchase,GIHFZUFMUUPAVLAUAXXR,digital,MMB,506.9351309965784,USD,3696969600,mybank
151,customer_id,40,fund,3697568023,fixed_quota_purchase,GIHFZUFMUUPAVLAUAXXR,digital,MMB,506.9351309965784,USD,3696969600,mybank
152,customer_id,3,TWD_demand_deposit,3697575011,other_payment,ZUNQOMEGNSMZTTRJEYQG,digital,MMB,2479.441806107521,TWD,3696969600,mybank
153,customer_id,28,TWD_demand_deposit,3697575011,other_payment,ZUNQOMEGNSMZTTRJEYQG,digital,MMB,2479.441806107521,TWD,3696969600,mybank
154,customer_id,14,fund,3697577572,fixed_quota_purchase,OXVVOKDZSEDAZCXJUHLF,digital,MMB,453.34475724768134,TWD,3696969600,mybank
155,customer_id,39,fund,3697577572,fixed_quota_purchase,OXVVOKDZSEDAZCXJUHLF,digital,MMB,453.34475724768134,TWD,3696969600,mybank
156,customer_id,17,fund,3697581178,general_purchase,KTSGWZKYTJVSUSBGJOOV,digital,MMB,1658.8161694699359,TWD,3696969600,mybank
157,customer_id,42,fund,3697581178,general_purchase,KTSGWZKYTJVSUSBGJOOV,digital,MMB,1658.8161694699359,TWD,3696969600,mybank
158,customer_id,16,fund,3697587330,general_purchase,ZUTGUMDFLMXMSPFTCRWO,digital,MMB,56.32649467181624,TWD,3696969600,mybank
159,customer_id,41,fund,3697587330,general_purchase,ZUTGUMDFLMXMSPFTCRWO,digital,MMB,56.32649467181624,TWD,3696969600,mybank
160,customer_id,12,TWD_demand_deposit,3697596270,other_payment,BTDRQTCWMVHNRHEUIUIY,digital,MMB,2219.4437507514986,USD,3696969600,mybank
161,customer_id,37,TWD_demand_deposit,3697596270,other_payment,BTDRQTCWMVHNRHEUIUIY,digital,MMB,2219.4437507514986,USD,3696969600,mybank
162,customer_id,17,TWD_demand_deposit,3697596925,other_payment,ITQJCZCVUSFRQGUIVQOH,digital,MyBank,877.5831960759234,USD,3696969600,mybank
163,customer_id,42,TWD_demand_deposit,3697596925,other_payment,ITQJCZCVUSFRQGUIVQOH,digital,MyBank,877.5831960759234,USD,3696969600,mybank
164,customer_id,9,TWD_demand_deposit,3697616965,transfer,VONTYBKSSMSMFSLDHIYW,digital,MyBank,515.0831029623453,USD,3696969600,mybank
165,customer_id,34,TWD_demand_deposit,3697616965,transfer,VONTYBKSSMSMFSLDHIYW,digital,MyBank,515.0831029623453,USD,3696969600,mybank
166,customer_id,15,fund,3697622370,fixed_quota_purchase,REQHMAQHYEOXLUUXWBPB,digital,MMB,76.05562870750327,USD,3696969600,mybank
167,customer_id,40,fund,3697622370,fixed_quota_purchase,REQHMAQHYEOXLUUXWBPB,digital,MMB,76.05562870750327,USD,3696969600,mybank
168,customer_id,17,TWD_demand_deposit,3697623537,transfer,GETUONBJRNOLYRXCEPWX,digital,MyBank,793.3060828533426,TWD,3696969600,mybank
169,customer_id,42,TWD_demand_deposit,3697623537,transfer,GETUONBJRNOLYRXCEPWX,digital,MyBank,793.3060828533426,TWD,3696969600,mybank
170,customer_id,17,TWD_demand_deposit,3697624887,transfer,SJKYQKXYGSYCKLPZMLUS,digital,MyBank,904.0451371364225,USD,3696969600,mybank
171,customer_id,42,TWD_demand_deposit,3697624887,transfer,SJKYQKXYGSYCKLPZMLUS,digital,MyBank,904.0451371364225,USD,3696969600,mybank
172,customer_id,7,fund,3697627269,fixed_quota_purchase,VSATHIZBREQVHHZOXHHH,digital,MyBank,669.6521571931298,TWD,3696969600,mybank
173,customer_id,32,fund,3697627269,fixed_quota_purchase,VSATHIZBREQVHHZOXHHH,digital,MyBank,669.6521571931298,TWD,3696969600,mybank
174,customer_id,15,TWD_demand_deposit,3697635128,transfer,DJORSYRRJWLFSETADFHN,digital,MyBank,282.4493068458171,TWD,3696969600,mybank
175,customer_id,40,TWD_demand_deposit,3697635128,transfer,DJORSYRRJWLFSETADFHN,digital,MyBank,282.4493068458171,TWD,3696969600,mybank
176,customer_id,21,TWD_demand_deposit,3697639633,credit_card_payment,ZYFQWACUPZHAOGNDTKYO,digital,MMB,1726.680994851622,TWD,3696969600,mybank
177,customer_id,46,TWD_demand_deposit,3697639633,credit_card_payment,ZYFQWACUPZHAOGNDTKYO,digital,MMB,1726.680994851622,TWD,3696969600,mybank
178,customer_id,4,fund,3697642898,general_purchase,NEPMVZHCITDOZZVVSCLV,digital,MMB,640.0055507589741,TWD,3696969600,mybank
179,customer_id,29,fund,3697642898,general_purchase,NEPMVZHCITDOZZVVSCLV,digital,MMB,640.0055507589741,TWD,3696969600,mybank
180,customer_id,16,fund,3697658819,general_purchase,WVLSHEJIRDPTXPZIFUHT,digital,MMB,1649.2345734769747,TWD,3696969600,mybank
