,0,1,2,3,4,5,6,7,8,9,10,11
44,customer_id,17,fund,3697218981,general_purchase,HWCWSDVTYFTUQKXGVCKH,digital,MMB,"{\action\"": {\""amt\"": 583.2274712050668"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
45,customer_id,42,fund,3697218981,general_purchase,HWCWSDVTYFTUQKXGVCKH,digital,MMB,"{\action\"": {\""amt\"": 583.2274712050668"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
46,customer_id,11,fund,3697219894,fixed_quota_purchase,LWVWUXBSVHLNZPILHQAG,digital,MyBank,"{\action\"": {\""amt\"": 416.6871378150272"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
47,customer_id,36,fund,3697219894,fixed_quota_purchase,LWVWUXBSVHLNZPILHQAG,digital,MyBank,"{\action\"": {\""amt\"": 416.6871378150272"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
48,customer_id,17,fund,3697231321,fixed_quota_purchase,LNRKVIYOMURNJJHIRJHI,digital,MyBank,"{\action\"": {\""amt\"": 1111.6543786341024"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
49,customer_id,42,fund,3697231321,fixed_quota_purchase,LNRKVIYOMURNJJHIRJHI,digital,MyBank,"{\action\"": {\""amt\"": 1111.6543786341024"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
50,customer_id,21,TWD_demand_deposit,3697235511,other_payment,YMBPOKWENXMVVHKMJULQ,digital,MMB,"{\action\"": {\""amt\"": 724.6361503652043"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
51,customer_id,46,TWD_demand_deposit,3697235511,other_payment,YMBPOKWENXMVVHKMJULQ,digital,MMB,"{\action\"": {\""amt\"": 724.6361503652043"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
52,customer_id,2,TWD_demand_deposit,3697237368,transfer,YIYSDYAMPVLOVFJSHHCT,digital,MMB,"{\action\"": {\""amt\"": 840.5000356139359"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
53,customer_id,27,TWD_demand_deposit,3697237368,transfer,YIYSDYAMPVLOVFJSHHCT,digital,MMB,"{\action\"": {\""amt\"": 840.5000356139359"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
54,customer_id,23,fund,3697238118,fixed_quota_purchase,KBCTIEYPGOEOOPIIOPEM,digital,MyBank,"{\action\"": {\""amt\"": 56.17553072313362"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
55,customer_id,48,fund,3697238118,fixed_quota_purchase,KBCTIEYPGOEOOPIIOPEM,digital,MyBank,"{\action\"": {\""amt\"": 56.17553072313362"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
56,customer_id,22,fund,3697247908,general_purchase,HPWTFNPSMXEMZBWYXRKO,digital,MyBank,"{\action\"": {\""amt\"": 135.91608089639945"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
57,customer_id,47,fund,3697247908,general_purchase,HPWTFNPSMXEMZBWYXRKO,digital,MyBank,"{\action\"": {\""amt\"": 135.91608089639945"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
58,customer_id,5,TWD_demand_deposit,3697252322,transfer,FPXGRNWFWRFVMZWWMAOA,digital,MyBank,"{\action\"": {\""amt\"": 532.5619479185304"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
59,customer_id,30,TWD_demand_deposit,3697252322,transfer,FPXGRNWFWRFVMZWWMAOA,digital,MyBank,"{\action\"": {\""amt\"": 532.5619479185304"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
60,customer_id,6,fund,3697253023,fixed_quota_purchase,ACFEGFLCFPUBXQPMEEBU,digital,MyBank,"{\action\"": {\""amt\"": 453.5091825910572"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
61,customer_id,31,fund,3697253023,fixed_quota_purchase,ACFEGFLCFPUBXQPMEEBU,digital,MyBank,"{\action\"": {\""amt\"": 453.5091825910572"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
62,customer_id,12,TWD_demand_deposit,3697253978,transfer,DMVUAFPKBFAIENYETOLY,digital,MyBank,"{\action\"": {\""amt\"": 176.9664570283504"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
63,customer_id,37,TWD_demand_deposit,3697253978,transfer,DMVUAFPKBFAIENYETOLY,digital,MyBank,"{\action\"": {\""amt\"": 176.9664570283504"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
64,customer_id,16,fund,3697263497,general_purchase,IZEEQYFSTTEWOAAMGICG,digital,MyBank,"{\action\"": {\""amt\"": 247.16807012969608"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
65,customer_id,41,fund,3697263497,general_purchase,IZEEQYFSTTEWOAAMGICG,digital,MyBank,"{\action\"": {\""amt\"": 247.16807012969608"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
66,customer_id,21,fund,3697281746,fixed_quota_purchase,OKCMWHACBLMDGOWQZNAK,digital,MMB,"{\action\"": {\""amt\"": 483.5494500072643"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
67,customer_id,46,fund,3697281746,fixed_quota_purchase,OKCMWHACBLMDGOWQZNAK,digital,MMB,"{\action\"": {\""amt\"": 483.5494500072643"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
68,customer_id,15,TWD_demand_deposit,3697282175,other_payment,FYJIASTFHODPQSZFYYUM,digital,MyBank,"{\action\"": {\""amt\"": 1217.3826954560193"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
69,customer_id,40,TWD_demand_deposit,3697282175,other_payment,FYJIASTFHODPQSZFYYUM,digital,MyBank,"{\action\"": {\""amt\"": 1217.3826954560193"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
70,customer_id,24,TWD_demand_deposit,3697286835,other_payment,COEOTWTHLVOMGBREUUXX,digital,MMB,"{\action\"": {\""amt\"": 546.8164765203933"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
71,customer_id,49,TWD_demand_deposit,3697286835,other_payment,COEOTWTHLVOMGBREUUXX,digital,MMB,"{\action\"": {\""amt\"": 546.8164765203933"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
72,customer_id,2,fund,3697300160,general_purchase,QJJQWMLMBYAVZZXCBKWR,digital,MMB,"{\action\"": {\""amt\"": 2512.590699440258"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
73,customer_id,27,fund,3697300160,general_purchase,QJJQWMLMBYAVZZXCBKWR,digital,MMB,"{\action\"": {\""amt\"": 2512.590699440258"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
74,customer_id,24,TWD_demand_deposit,3697302065,credit_card_payment,YPVYBBQIMAOFFJUEEDPS,digital,MyBank,"{\action\"": {\""amt\"": 844.1097296724142"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
75,customer_id,49,TWD_demand_deposit,3697302065,credit_card_payment,YPVYBBQIMAOFFJUEEDPS,digital,MyBank,"{\action\"": {\""amt\"": 844.1097296724142"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
76,customer_id,21,fund,3697304880,fixed_quota_purchase,QJCQYKWFXLCBZUHOYDDO,digital,MyBank,"{\action\"": {\""amt\"": 1142.598200103356"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
77,customer_id,46,fund,3697304880,fixed_quota_purchase,QJCQYKWFXLCBZUHOYDDO,digital,MyBank,"{\action\"": {\""amt\"": 1142.598200103356"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
78,customer_id,12,fund,3697312837,general_purchase,GJOEOZBAMQXKTCVMYITQ,digital,MyBank,"{\action\"": {\""amt\"": 1408.1362466474568"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
79,customer_id,37,fund,3697312837,general_purchase,GJOEOZBAMQXKTCVMYITQ,digital,MyBank,"{\action\"": {\""amt\"": 1408.1362466474568"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
80,customer_id,1,fund,3697321967,fixed_quota_purchase,SDLVBDHYUISVGAZYIEIN,digital,MMB,"{\action\"": {\""amt\"": 91.474572845663"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
81,customer_id,26,fund,3697321967,fixed_quota_purchase,SDLVBDHYUISVGAZYIEIN,digital,MMB,"{\action\"": {\""amt\"": 91.474572845663"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
82,customer_id,5,TWD_demand_deposit,3697335070,transfer,SLITDFASOAXLZHAFLKDO,digital,MMB,"{\action\"": {\""amt\"": 906.2734719771986"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
83,customer_id,30,TWD_demand_deposit,3697335070,transfer,SLITDFASOAXLZHAFLKDO,digital,MMB,"{\action\"": {\""amt\"": 906.2734719771986"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
84,customer_id,24,TWD_demand_deposit,3697335484,transfer,DQEBYLYYUEMZTSXKXBAI,digital,MyBank,"{\action\"": {\""amt\"": 5.296589675392475"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
85,customer_id,49,TWD_demand_deposit,3697335484,transfer,DQEBYLYYUEMZTSXKXBAI,digital,MyBank,"{\action\"": {\""amt\"": 5.296589675392475"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
86,customer_id,5,TWD_demand_deposit,3697335759,transfer,AVREYITRFUODRDEURFCY,digital,MyBank,"{\action\"": {\""amt\"": 102.90446396051082"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
87,customer_id,30,TWD_demand_deposit,3697335759,transfer,AVREYITRFUODRDEURFCY,digital,MyBank,"{\action\"": {\""amt\"": 102.90446396051082"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
88,customer_id,8,TWD_demand_deposit,3697358507,transfer,HSAJRGXBLYHDHEZHNDDM,digital,MMB,"{\action\"": {\""amt\"": 547.8807404574725"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
89,customer_id,33,TWD_demand_deposit,3697358507,transfer,HSAJRGXBLYHDHEZHNDDM,digital,MMB,"{\action\"": {\""amt\"": 547.8807404574725"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
90,customer_id,22,TWD_demand_deposit,3697366485,other_payment,NAAYBEVPINTVZDRQPIOB,digital,MyBank,"{\action\"": {\""amt\"": 2292.0022143176525"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
91,customer_id,47,TWD_demand_deposit,3697366485,other_payment,NAAYBEVPINTVZDRQPIOB,digital,MyBank,"{\action\"": {\""amt\"": 2292.0022143176525"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
92,customer_id,9,fund,3697366893,fixed_quota_purchase,ENSCSJOFRLDQKRWAEEBJ,digital,MyBank,"{\action\"": {\""amt\"": 515.2739767362381"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
93,customer_id,34,fund,3697366893,fixed_quota_purchase,ENSCSJOFRLDQKRWAEEBJ,digital,MyBank,"{\action\"": {\""amt\"": 515.2739767362381"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
94,customer_id,11,TWD_demand_deposit,3697369532,other_payment,XZVXFOEYTMBNZYQKLLZI,digital,MMB,"{\action\"": {\""amt\"": 115.58075808501499"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
95,customer_id,36,TWD_demand_deposit,3697369532,other_payment,XZVXFOEYTMBNZYQKLLZI,digital,MMB,"{\action\"": {\""amt\"": 115.58075808501499"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
96,customer_id,7,TWD_demand_deposit,3697374710,transfer,EVLBUSJJMSDGNQSTSTVT,digital,MMB,"{\action\"": {\""amt\"": 181.42296039282434"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
97,customer_id,32,TWD_demand_deposit,3697374710,transfer,EVLBUSJJMSDGNQSTSTVT,digital,MMB,"{\action\"": {\""amt\"": 181.42296039282434"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
98,customer_id,15,TWD_demand_deposit,3697380482,credit_card_payment,CHAPIXJVJMSMHHHWXYGZ,digital,MyBank,"{\action\"": {\""amt\"": 481.67173111480173"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
99,customer_id,40,TWD_demand_deposit,3697380482,credit_card_payment,CHAPIXJVJMSMHHHWXYGZ,digital,MyBank,"{\action\"": {\""amt\"": 481.67173111480173"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
100,customer_id,21,TWD_demand_deposit,3697382730,other_payment,OKNJXZZDOTPPWUMYQDGF,digital,MyBank,"{\action\"": {\""amt\"": 1361.8580724765557"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
101,customer_id,46,TWD_demand_deposit,3697382730,other_payment,OKNJXZZDOTPPWUMYQDGF,digital,MyBank,"{\action\"": {\""amt\"": 1361.8580724765557"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
102,customer_id,14,fund,3697390234,fixed_quota_purchase,KZADUAAGWJNVQHSWVAFC,digital,MyBank,"{\action\"": {\""amt\"": 177.18896174869818"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
103,customer_id,39,fund,3697390234,fixed_quota_purchase,KZADUAAGWJNVQHSWVAFC,digital,MyBank,"{\action\"": {\""amt\"": 177.18896174869818"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
104,customer_id,8,fund,3697395261,general_purchase,NDZWXQDCSXSFGEEUGWXC,digital,MMB,"{\action\"": {\""amt\"": 260.7081293405767"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
105,customer_id,33,fund,3697395261,general_purchase,NDZWXQDCSXSFGEEUGWXC,digital,MMB,"{\action\"": {\""amt\"": 260.7081293405767"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
106,customer_id,16,fund,3697399267,fixed_quota_purchase,AOGQNDTAQJBJFAODFSON,digital,MMB,"{\action\"": {\""amt\"": 393.579920672638"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
107,customer_id,41,fund,3697399267,fixed_quota_purchase,AOGQNDTAQJBJFAODFSON,digital,MMB,"{\action\"": {\""amt\"": 393.579920672638"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
108,customer_id,6,TWD_demand_deposit,3697401295,other_payment,NCXXQQHRQQHIDRVYWMNO,digital,MyBank,"{\action\"": {\""amt\"": 312.4226482533995"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
109,customer_id,31,TWD_demand_deposit,3697401295,other_payment,NCXXQQHRQQHIDRVYWMNO,digital,MyBank,"{\action\"": {\""amt\"": 312.4226482533995"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
110,customer_id,6,TWD_demand_deposit,3697417601,credit_card_payment,NUKIVRWWQNYWKRFUMKLG,digital,MyBank,"{\action\"": {\""amt\"": 58.15540406269767"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
111,customer_id,31,TWD_demand_deposit,3697417601,credit_card_payment,NUKIVRWWQNYWKRFUMKLG,digital,MyBank,"{\action\"": {\""amt\"": 58.15540406269767"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
112,customer_id,14,TWD_demand_deposit,3697421282,transfer,JZSZLVQIPWPOROOHKONN,digital,MMB,"{\action\"": {\""amt\"": 747.2712450692845"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
113,customer_id,39,TWD_demand_deposit,3697421282,transfer,JZSZLVQIPWPOROOHKONN,digital,MMB,"{\action\"": {\""amt\"": 747.2712450692845"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
114,customer_id,7,fund,3697431669,general_purchase,ZBZQGMRWXBQZAQSMCGBG,digital,MyBank,"{\action\"": {\""amt\"": 549.5366476498127"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
115,customer_id,32,fund,3697431669,general_purchase,ZBZQGMRWXBQZAQSMCGBG,digital,MyBank,"{\action\"": {\""amt\"": 549.5366476498127"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
116,customer_id,16,TWD_demand_deposit,3697440324,credit_card_payment,SZPGZDVJOSSTVUTZLJLP,digital,MMB,"{\action\"": {\""amt\"": 668.626897826407"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
117,customer_id,41,TWD_demand_deposit,3697440324,credit_card_payment,SZPGZDVJOSSTVUTZLJLP,digital,MMB,"{\action\"": {\""amt\"": 668.626897826407"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
118,customer_id,23,fund,3697442180,fixed_quota_purchase,IULWKSXAJFFPKRUFXSRA,digital,MyBank,"{\action\"": {\""amt\"": 797.6126006696264"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
119,customer_id,48,fund,3697442180,fixed_quota_purchase,IULWKSXAJFFPKRUFXSRA,digital,MyBank,"{\action\"": {\""amt\"": 797.6126006696264"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
120,customer_id,6,fund,3697459112,general_purchase,SSUHJGROGZKXMTWVCZZQ,digital,MMB,"{\action\"": {\""amt\"": 912.2119363895622"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
121,customer_id,31,fund,3697459112,general_purchase,SSUHJGROGZKXMTWVCZZQ,digital,MMB,"{\action\"": {\""amt\"": 912.2119363895622"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
122,customer_id,13,fund,3697465142,general_purchase,NDUPGTHZDFGRWOISCSRQ,digital,MMB,"{\action\"": {\""amt\"": 2679.8116461435893"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
123,customer_id,38,fund,3697465142,general_purchase,NDUPGTHZDFGRWOISCSRQ,digital,MMB,"{\action\"": {\""amt\"": 2679.8116461435893"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
124,customer_id,17,fund,3697477707,general_purchase,ANDZCMCAOTGMLROGLSPC,digital,MMB,"{\action\"": {\""amt\"": 451.1089924841681"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
125,customer_id,42,fund,3697477707,general_purchase,ANDZCMCAOTGMLROGLSPC,digital,MMB,"{\action\"": {\""amt\"": 451.1089924841681"," \""currency_code\"": \""USD\""}}""",3696969600,mybank
126,customer_id,16,fund,3697481864,general_purchase,FLNTDWHEDIQLIXJARBAI,digital,MyBank,"{\action\"": {\""amt\"": 113.27923882782962"," \""currency_code\"": \""TWD\""}}""",3696969600,mybank
